timestamp,node_id,tilt_x,tilt_y
2026-09-01 21:05:00,N02,0.4839,0.4038
2026-09-01 21:10:00,N02,0.5191,0.3215
2026-09-01 21:15:00,N02,0.5515,0.3119
2026-09-01 21:20:00,N02,0.487,0.2902
2026-09-01 21:25:00,N02,0.4964,0.2981
2026-09-01 21:30:00,N02,0.5364,0.3026
2026-09-01 21:35:00,N02,0.5366,0.296
2026-09-01 21:40:00,N02,0.5039,0.2001
2026-09-01 21:45:00,N02,0.5458,0.3173
2026-09-01 21:50:00,N02,0.5499,0.1552
2026-09-01 21:55:00,N02,0.6044,0.293
2026-09-01 22:00:00,N02,0.5554,0.248
2026-09-01 22:05:00,N02,0.5306,0.2473
2026-09-01 22:10:00,N02,0.4688,0.3957
2026-09-01 22:15:00,N02,0.4905,0.3109
2026-09-01 22:20:00,N02,0.5435,0.3248
2026-09-01 22:25:00,N02,0.5075,0.3182
2026-09-01 22:30:00,N02,0.6202,0.2971
2026-09-01 22:35:00,N02,0.5101,0.3525
2026-09-01 22:40:00,N02,0.5553,0.3594
2026-09-01 22:45:00,N02,0.5319,0.2428
2026-09-01 22:50:00,N02,0.5817,0.2427
2026-09-01 22:55:00,N02,0.5151,0.2623
2026-09-01 23:00:00,N02,0.4968,0.3164
2026-09-01 23:05:00,N02,0.5161,0.3211
2026-09-01 23:10:00,N02,0.5807,0.3227
2026-09-01 23:15:00,N02,0.4878,0.3482
2026-09-01 23:20:00,N02,0.5595,0.2386
2026-09-01 23:25:00,N02,0.5299,0.3351
2026-09-01 23:30:00,N02,0.4851,0.3688
2026-09-01 23:35:00,N02,0.4925,0.3063
2026-09-01 23:40:00,N02,0.4913,0.3008
2026-09-01 23:45:00,N02,0.4452,0.228
2026-09-01 23:50:00,N02,0.5797,0.2577
2026-09-01 23:55:00,N02,0.4504,0.1923
2026-09-01 00:00:00,N03,0.4681,0.2338
2026-09-01 00:05:00,N03,0.5851,0.3525
2026-09-01 00:10:00,N03,0.4716,0.4166
2026-09-01 00:15:00,N03,0.5581,0.2898
2026-09-01 00:20:00,N03,0.387,0.4225
2026-09-01 00:25:00,N03,0.4455,0.2277
2026-09-01 00:30:00,N03,0.5691,0.434
2026-09-01 00:35:00,N03,0.5902,0.3422
2026-09-01 00:40:00,N03,0.5537,0.3587
2026-09-01 00:45:00,N03,0.5649,0.3321
2026-09-01 00:50:00,N03,0.5352,0.3169
2026-09-01 00:55:00,N03,0.4953,0.308
2026-09-01 01:00:00,N03,0.4514,0.3191
2026-09-01 01:05:00,N03,0.4896,0.2708
2026-09-01 01:10:00,N03,0.551,0.3976
2026-09-01 01:15:00,N03,0.5909,0.2515
2026-09-01 01:20:00,N03,0.4985,0.379
2026-09-01 01:25:00,N03,0.5019,0.3228
2026-09-01 01:30:00,N03,0.5815,0.2876
2026-09-01 01:35:00,N03,0.5623,0.2713
2026-09-01 01:40:00,N03,0.5299,0.356
2026-09-01 01:45:00,N03,0.4834,0.364
2026-09-01 01:50:00,N03,0.565,0.3716
2026-09-01 01:55:00,N03,0.5802,0.4142
2026-09-01 02:00:00,N03,0.5783,0.3265
2026-09-01 02:05:00,N03,0.5811,0.3772
2026-09-01 02:10:00,N03,0.5804,0.354
2026-09-01 02:15:00,N03,0.5459,0.3209
2026-09-01 02:20:00,N03,0.5139,0.4435
2026-09-01 02:25:00,N03,0.5248,0.3234
2026-09-01 02:30:00,N03,0.5541,0.4047
2026-09-01 02:35:00,N03,0.5783,0.4244
2026-09-01 02:40:00,N03,0.5623,0.3779
2026-09-01 02:45:00,N03,0.5572,0.4733
2026-09-01 02:50:00,N03,0.5426,0.3835
2026-09-01 02:55:00,N03,0.6367,0.3907
2026-09-01 03:00:00,N03,0.5987,0.3655
2026-09-01 03:05:00,N03,0.6132,0.3666
2026-09-01 03:10:00,N03,0.6622,0.4865
2026-09-01 03:15:00,N03,0.5891,0.3095
2026-09-01 03:20:00,N03,0.6156,0.509
2026-09-01 03:25:00,N03,0.5828,0.464
2026-09-01 03:30:00,N03,0.7099,0.3563
2026-09-01 03:35:00,N03,0.6574,0.4674
2026-09-01 03:40:00,N03,0.613,0.3778
2026-09-01 03:45:00,N03,0.6059,0.3393
2026-09-01 03:50:00,N03,0.6055,0.3308
2026-09-01 03:55:00,N03,0.6427,0.3555
2026-09-01 04:00:00,N03,0.6557,0.3182
2026-09-01 04:05:00,N03,0.6635,0.4397
2026-09-01 04:10:00,N03,0.5503,0.4187
2026-09-01 04:15:00,N03,0.7144,0.3415
2026-09-01 04:20:00,N03,0.7396,0.425
2026-09-01 04:25:00,N03,0.6237,0.4032
2026-09-01 04:30:00,N03,0.6899,0.4118
2026-09-01 04:35:00,N03,0.6919,0.364
2026-09-01 04:40:00,N03,0.6765,0.3413
2026-09-01 04:45:00,N03,0.6654,0.3688
2026-09-01 04:50:00,N03,0.6372,0.4778
2026-09-01 04:55:00,N03,0.7316,0.4485
2026-09-01 05:00:00,N03,0.6254,0.4042
2026-09-01 05:05:00,N03,0.7437,0.4291
2026-09-01 05:10:00,N03,0.802,0.4437
2026-09-01 05:15:00,N03,0.6986,0.4105
2026-09-01 05:20:00,N03,0.6987,0.4204
2026-09-01 05:25:00,N03,0.7304,0.4778
2026-09-01 05:30:00,N03,0.6587,0.3654
2026-09-01 05:35:00,N03,0.6092,0.4594
2026-09-01 05:40:00,N03,0.6488,0.3284
2026-09-01 05:45:00,N03,0.7264,0.5626
2026-09-01 05:50:00,N03,0.7097,0.4819
2026-09-01 05:55:00,N03,0.7171,0.4371
2026-09-01 06:00:00,N03,0.762,0.4295
2026-09-01 06:05:00,N03,0.7324,0.4621
2026-09-01 06:10:00,N03,0.6886,0.4976
2026-09-01 06:15:00,N03,0.7163,0.4122
2026-09-01 06:20:00,N03,0.7548,0.4071
2026-09-01 06:25:00,N03,0.7324,0.4535
2026-09-01 06:30:00,N03,0.7883,0.4797
2026-09-01 06:35:00,N03,0.7357,0.4989
2026-09-01 06:40:00,N03,0.8095,0.4879
2026-09-01 06:45:00,N03,0.7435,0.3964
2026-09-01 06:50:00,N03,0.6927,0.4487
2026-09-01 06:55:00,N03,0.7185,0.4567
2026-09-01 07:00:00,N03,0.7548,0.4945
2026-09-01 07:05:00,N03,0.7515,0.4943
2026-09-01 07:10:00,N03,0.7612,0.3732
2026-09-01 07:15:00,N03,0.714,0.4668
2026-09-01 07:20:00,N03,0.7035,0.506
2026-09-01 07:25:00,N03,0.8435,0.5389
2026-09-01 07:30:00,N03,0.7593,0.5545
2026-09-01 07:35:00,N03,0.7804,0.4651
2026-09-01 07:40:00,N03,0.7453,0.4689
2026-09-01 07:45:00,N03,0.7596,0.4945
2026-09-01 07:50:00,N03,0.79,0.4882
2026-09-01 07:55:00,N03,0.8068,0.5495
2026-09-01 08:00:00,N03,0.8355,0.4178
2026-09-01 08:05:00,N03,0.6633,0.5407
2026-09-01 08:10:00,N03,0.7257,0.4848
2026-09-01 08:15:00,N03,0.7385,0.4079
2026-09-01 08:20:00,N03,0.8271,0.538
2026-09-01 08:25:00,N03,0.7742,0.3724
2026-09-01 08:30:00,N03,0.7787,0.5236
2026-09-01 08:35:00,N03,0.7351,0.5152
2026-09-01 08:40:00,N03,0.8112,0.537
2026-09-01 08:45:00,N03,0.821,0.4613
2026-09-01 08:50:00,N03,0.8778,0.5041
2026-09-01 08:55:00,N03,0.8196,0.4673
2026-09-01 09:00:00,N03,0.8018,0.4718
2026-09-01 09:05:00,N03,0.8184,0.6036
2026-09-01 09:10:00,N03,0.7614,0.4393
2026-09-01 09:15:00,N03,0.9066,0.5115
2026-09-01 09:20:00,N03,0.8025,0.576
2026-09-01 09:25:00,N03,0.8087,0.6173
2026-09-01 09:30:00,N03,0.8759,0.5036
2026-09-01 09:35:00,N03,0.9529,0.4997
2026-09-01 09:40:00,N03,0.8851,0.547
2026-09-01 09:45:00,N03,0.9161,0.6121
2026-09-01 09:50:00,N03,0.8556,0.4983
2026-09-01 09:55:00,N03,0.88,0.5041
2026-09-01 10:00:00,N03,0.9607,0.5468
2026-09-01 10:05:00,N03,0.8447,0.5512
2026-09-01 10:10:00,N03,0.7986,0.4954
2026-09-01 10:15:00,N03,0.929,0.5132
2026-09-01 10:20:00,N03,0.8197,0.5748
2026-09-01 10:25:00,N03,0.9343,0.5859
2026-09-01 10:30:00,N03,0.9278,0.5142
2026-09-01 10:35:00,N03,0.8099,0.6291
2026-09-01 10:40:00,N03,0.8679,0.5435
2026-09-01 10:45:00,N03,0.9534,0.5858
2026-09-01 10:50:00,N03,0.9128,0.6683
2026-09-01 10:55:00,N03,0.8608,0.6084
2026-09-01 11:00:00,N03,0.8989,0.5774
2026-09-01 11:05:00,N03,0.9754,0.5914
2026-09-01 11:10:00,N03,0.9289,0.6216
2026-09-01 11:15:00,N03,0.8868,0.528
2026-09-01 11:20:00,N03,0.8558,0.4737
2026-09-01 11:25:00,N03,1.0138,0.5188
2026-09-01 11:30:00,N03,0.9029,0.5622
2026-09-01 11:35:00,N03,0.9324,0.6188
2026-09-01 11:40:00,N03,0.963,0.5508
2026-09-01 11:45:00,N03,0.9146,0.5961
2026-09-01 11:50:00,N03,0.9136,0.6644
2026-09-01 11:55:00,N03,0.9535,0.6227
2026-09-01 12:00:00,N03,0.9651,0.6467
2026-09-01 12:05:00,N03,0.9441,0.5252
2026-09-01 12:10:00,N03,0.958,0.5594
2026-09-01 12:15:00,N03,0.9146,0.6233
2026-09-01 12:20:00,N03,1.0059,0.5971
2026-09-01 12:25:00,N03,0.9624,0.6831
2026-09-01 12:30:00,N03,0.962,0.7301
2026-09-01 12:35:00,N03,0.9813,0.514
2026-09-01 12:40:00,N03,0.9937,0.6231
2026-09-01 12:45:00,N03,1.0235,0.6397
2026-09-01 12:50:00,N03,0.9551,0.5468
2026-09-01 12:55:00,N03,0.9545,0.5675
2026-09-01 13:00:00,N03,0.939,0.6414
2026-09-01 13:05:00,N03,1.0545,0.6337
2026-09-01 13:10:00,N03,0.9142,0.6382
2026-09-01 13:15:00,N03,1.0368,0.5875
2026-09-01 13:20:00,N03,0.9733,0.6207
2026-09-01 13:25:00,N03,0.9438,0.6544
2026-09-01 13:30:00,N03,0.98,0.645
2026-09-01 13:35:00,N03,0.9446,0.6041
2026-09-01 13:40:00,N03,1.0281,0.6094
2026-09-01 13:45:00,N03,1.0813,0.61
2026-09-01 13:50:00,N03,1.0092,0.6786
2026-09-01 13:55:00,N03,0.9301,0.546
2026-09-01 14:00:00,N03,0.9277,0.6991
2026-09-01 14:05:00,N03,0.9794,0.7659
2026-09-01 14:10:00,N03,0.9818,0.6492
2026-09-01 14:15:00,N03,1.0901,0.7423
2026-09-01 14:20:00,N03,1.1191,0.7044
2026-09-01 14:25:00,N03,1.0702,0.6756
2026-09-01 14:30:00,N03,1.0609,0.6204
2026-09-01 14:35:00,N03,0.9841,0.6498
2026-09-01 14:40:00,N03,1.0195,0.6293
2026-09-01 14:45:00,N03,1.0658,0.7018
2026-09-01 14:50:00,N03,1.0384,0.7299
2026-09-01 14:55:00,N03,0.9799,0.6483
2026-09-01 15:00:00,N03,1.0042,0.5667
2026-09-01 15:05:00,N03,1.0389,0.6559
2026-09-01 15:10:00,N03,1.1217,0.6955
2026-09-01 15:15:00,N03,0.9978,0.7587
2026-09-01 15:20:00,N03,1.1131,0.6971
2026-09-01 15:25:00,N03,1.0437,0.622
2026-09-01 15:30:00,N03,1.0394,0.7264
2026-09-01 15:35:00,N03,1.1552,0.7512
2026-09-01 15:40:00,N03,1.0396,0.62
2026-09-01 15:45:00,N03,1.074,0.5896
2026-09-01 15:50:00,N03,1.0862,0.6726
2026-09-01 15:55:00,N03,1.0497,0.6023
2026-09-01 16:00:00,N03,1.1017,0.6574
2026-09-01 16:05:00,N03,1.0205,0.5424
2026-09-01 16:10:00,N03,1.0806,0.7766
2026-09-01 16:15:00,N03,1.1681,0.6671
2026-09-01 16:20:00,N03,1.0579,0.7154
2026-09-01 16:25:00,N03,1.0411,0.7091
2026-09-01 16:30:00,N03,1.1323,0.7573
2026-09-01 16:35:00,N03,1.092,0.6878
2026-09-01 16:40:00,N03,1.0561,0.6587
2026-09-01 16:45:00,N03,1.0917,0.7204
2026-09-01 16:50:00,N03,1.1517,0.6638
2026-09-01 16:55:00,N03,1.1836,0.6924
2026-09-01 17:00:00,N03,1.1109,0.6706
2026-09-01 17:05:00,N03,0.9938,0.7542
2026-09-01 17:10:00,N03,1.1548,0.6979
2026-09-01 17:15:00,N03,1.1243,0.7398
2026-09-01 17:20:00,N03,1.0459,0.6895
2026-09-01 17:25:00,N03,1.1667,0.6553
2026-09-01 17:30:00,N03,1.1447,0.6522
2026-09-01 17:35:00,N03,1.1563,0.7202
2026-09-01 17:40:00,N03,1.0552,0.7822
2026-09-01 17:45:00,N03,1.1023,0.6855
2026-09-01 17:50:00,N03,1.152,0.7854
2026-09-01 17:55:00,N03,1.0942,0.7331
2026-09-01 18:00:00,N03,1.1694,0.7667
2026-09-01 18:05:00,N03,1.1598,0.7156
2026-09-01 18:10:00,N03,1.1126,0.7403
2026-09-01 18:15:00,N03,1.1034,0.5919
2026-09-01 18:20:00,N03,1.1818,0.7852
2026-09-01 18:25:00,N03,1.0449,0.6915
2026-09-01 18:30:00,N03,1.197,0.8469
2026-09-01 18:35:00,N03,1.17,0.7096
2026-09-01 18:40:00,N03,1.1629,0.8167
2026-09-01 18:45:00,N03,1.1427,0.71
2026-09-01 18:50:00,N03,1.1539,0.7043
2026-09-01 18:55:00,N03,1.1871,0.8352
2026-09-01 19:00:00,N03,1.2002,0.7434
2026-09-01 19:05:00,N03,1.1724,0.6798
2026-09-01 19:10:00,N03,1.2342,0.7561
2026-09-01 19:15:00,N03,1.184,0.9217
2026-09-01 19:20:00,N03,1.2109,0.7264
2026-09-01 19:25:00,N03,1.1777,0.8234
2026-09-01 19:30:00,N03,1.2077,0.6961
2026-09-01 19:35:00,N03,1.251,0.7366
2026-09-01 19:40:00,N03,1.3017,0.826
2026-09-01 19:45:00,N03,1.1886,0.8381
2026-09-01 19:50:00,N03,1.2174,0.8186
2026-09-01 19:55:00,N03,1.2412,0.7357
2026-09-01 20:00:00,N03,1.1878,0.8315
2026-09-01 20:05:00,N03,1.2063,0.7618
2026-09-01 20:10:00,N03,1.1782,0.8052
2026-09-01 20:15:00,N03,1.3321,0.7326
2026-09-01 20:20:00,N03,1.2332,0.8586
2026-09-01 20:25:00,N03,1.231,0.8126
2026-09-01 20:30:00,N03,1.1849,0.8134
2026-09-01 20:35:00,N03,1.2316,0.8433
2026-09-01 20:40:00,N03,1.3034,0.9255
2026-09-01 20:45:00,N03,1.276,0.8143
2026-09-01 20:50:00,N03,1.2597,0.7823
2026-09-01 20:55:00,N03,1.2699,0.7872
2026-09-01 21:00:00,N03,1.2644,0.8699
2026-09-01 21:05:00,N03,1.2087,0.863
2026-09-01 21:10:00,N03,1.3279,0.8021
2026-09-01 21:15:00,N03,1.1589,0.7796
2026-09-01 21:20:00,N03,1.3328,0.8109
2026-09-01 21:25:00,N03,1.221,0.7888
2026-09-01 21:30:00,N03,1.316,0.8433
2026-09-01 21:35:00,N03,1.2651,0.7997
2026-09-01 21:40:00,N03,1.2604,0.7739
2026-09-01 21:45:00,N03,1.3638,0.8059
2026-09-01 21:50:00,N03,1.3469,0.9001
2026-09-01 21:55:00,N03,1.3389,0.8044
2026-09-01 22:00:00,N03,1.3122,0.8268
2026-09-01 22:05:00,N03,1.2498,0.8462
2026-09-01 22:10:00,N03,1.239,0.8914
2026-09-01 22:15:00,N03,1.2778,0.8441
2026-09-01 22:20:00,N03,1.3182,0.8231
2026-09-01 22:25:00,N03,1.3363,0.8143
2026-09-01 22:30:00,N03,1.3536,0.7727
2026-09-01 22:35:00,N03,1.3193,0.9389
2026-09-01 22:40:00,N03,1.266,0.8101
2026-09-01 22:45:00,N03,1.3447,0.855
2026-09-01 22:50:00,N03,1.3395,0.8725
2026-09-01 22:55:00,N03,1.3567,0.9055
2026-09-01 23:00:00,N03,1.3485,0.8399
2026-09-01 23:05:00,N03,1.3646,0.949
2026-09-01 23:10:00,N03,1.3274,0.8073
2026-09-01 23:15:00,N03,1.3924,0.852
2026-09-01 23:20:00,N03,1.2314,0.9024
2026-09-01 23:25:00,N03,1.3162,0.8575
2026-09-01 23:30:00,N03,1.3626,0.8735
2026-09-01 23:35:00,N03,1.3845,0.8442
2026-09-01 23:40:00,N03,1.3777,0.855
2026-09-01 23:45:00,N03,1.3919,0.9008
2026-09-01 23:50:00,N03,1.3112,0.9263
2026-09-01 23:55:00,N03,1.3342,0.9144
2026-09-01 00:00:00,N04,0.5184,0.3919
2026-09-01 00:05:00,N04,0.4888,0.2825
2026-09-01 00:10:00,N04,0.499,0.2848
2026-09-01 00:15:00,N04,0.54,0.2192
2026-09-01 00:20:00,N04,0.4473,0.2466
2026-09-01 00:25:00,N04,0.5475,0.3855
2026-09-01 00:30:00,N04,0.4948,0.2916
2026-09-01 00:35:00,N04,0.5035,0.3581
2026-09-01 00:40:00,N04,0.4536,0.3119
2026-09-01 00:45:00,N04,0.5488,0.3251
2026-09-01 00:50:00,N04,0.5095,0.3501
2026-09-01 00:55:00,N04,0.3648,0.3339
2026-09-01 01:00:00,N04,0.4673,0.2085
2026-09-01 01:05:00,N04,0.5256,0.3687
2026-09-01 01:10:00,N04,0.4931,0.3476
2026-09-01 01:15:00,N04,0.5806,0.3657
2026-09-01 01:20:00,N04,0.582,0.3371
2026-09-01 01:25:00,N04,0.5038,0.2199
2026-09-01 01:30:00,N04,0.4877,0.2578
2026-09-01 01:35:00,N04,0.6085,0.2912
2026-09-01 01:40:00,N04,0.5062,0.3276
2026-09-01 01:45:00,N04,0.5022,0.3848
2026-09-01 01:50:00,N04,0.4689,0.3097
2026-09-01 01:55:00,N04,0.4629,0.234
2026-09-01 02:00:00,N04,0.4694,0.2981
2026-09-01 02:05:00,N04,0.4785,0.2654
2026-09-01 02:10:00,N04,0.4297,0.2958
2026-09-01 02:15:00,N04,0.4248,0.338
2026-09-01 02:20:00,N04,0.5041,0.2271
2026-09-01 02:25:00,N04,0.4845,0.2624
2026-09-01 02:30:00,N04,0.516,0.367
2026-09-01 02:35:00,N04,0.4062,0.3058
2026-09-01 02:40:00,N04,0.492,0.3336
2026-09-01 02:45:00,N04,0.5107,0.2624
2026-09-01 02:50:00,N04,0.484,0.2602
2026-09-01 02:55:00,N04,0.5538,0.3011
2026-09-01 03:00:00,N04,0.5951,0.297
2026-09-01 03:05:00,N04,0.4646,0.2243
2026-09-01 03:10:00,N04,0.4098,0.2208
2026-09-01 03:15:00,N04,0.5134,0.3254
2026-09-01 03:20:00,N04,0.4209,0.3448
2026-09-01 03:25:00,N04,0.4758,0.3073
2026-09-01 03:30:00,N04,0.5806,0.3448
2026-09-01 03:35:00,N04,0.4866,0.2554
2026-09-01 03:40:00,N04,0.3924,0.264
2026-09-01 03:45:00,N04,0.4894,0.2506
2026-09-01 03:50:00,N04,0.4934,0.3038
2026-09-01 03:55:00,N04,0.4888,0.2675
2026-09-01 04:00:00,N04,0.5084,0.3221
2026-09-01 04:05:00,N04,0.4455,0.3705
2026-09-01 04:10:00,N04,0.4951,0.3009
2026-09-01 04:15:00,N04,0.5354,0.3117
2026-09-01 04:20:00,N04,0.5477,0.3144
2026-09-01 04:25:00,N04,0.4694,0.3181
2026-09-01 04:30:00,N04,0.4428,0.3054
2026-09-01 04:35:00,N04,0.4983,0.2896
2026-09-01 04:40:00,N04,0.4936,0.2059
2026-09-01 04:45:00,N04,0.4726,0.3046
2026-09-01 04:50:00,N04,0.508,0.2486
2026-09-01 04:55:00,N04,0.5633,0.2567
2026-09-01 05:00:00,N04,0.5485,0.3214
2026-09-01 05:05:00,N04,0.4677,0.3888
2026-09-01 05:10:00,N04,0.4403,0.346
2026-09-01 05:15:00,N04,0.55,0.2665
2026-09-01 05:20:00,N04,0.5696,0.2875
2026-09-01 05:25:00,N04,0.5144,0.313
2026-09-01 05:30:00,N04,0.4933,0.3405
2026-09-01 05:35:00,N04,0.5397,0.2126
2026-09-01 05:40:00,N04,0.5652,0.2169
2026-09-01 05:45:00,N04,0.5516,0.3563
2026-09-01 05:50:00,N04,0.4455,0.2795
2026-09-01 05:55:00,N04,0.4447,0.2893
2026-09-01 06:00:00,N04,0.4846,0.339
2026-09-01 06:05:00,N04,0.5655,0.3698
2026-09-01 06:10:00,N04,0.4719,0.2895
2026-09-01 06:15:00,N04,0.4158,0.2597
2026-09-01 06:20:00,N04,0.5482,0.3808
2026-09-01 06:25:00,N04,0.4383,0.2704
2026-09-01 06:30:00,N04,0.4987,0.314
2026-09-01 06:35:00,N04,0.4595,0.3212
2026-09-01 06:40:00,N04,0.4763,0.2993
2026-09-01 06:45:00,N04,0.5273,0.3003
2026-09-01 06:50:00,N04,0.4782,0.2945
2026-09-01 06:55:00,N04,0.4956,0.2815
2026-09-01 07:00:00,N04,0.4871,0.3799
2026-09-01 07:05:00,N04,0.528,0.2852
2026-09-01 07:10:00,N04,0.5348,0.2833
2026-09-01 07:15:00,N04,0.5587,0.3185
2026-09-01 07:20:00,N04,0.4946,0.3224
2026-09-01 07:25:00,N04,0.4215,0.2437
2026-09-01 07:30:00,N04,0.4403,0.3071
2026-09-01 07:35:00,N04,0.5866,0.4116
2026-09-01 07:40:00,N04,0.5319,0.325
2026-09-01 07:45:00,N04,0.4099,0.2729
2026-09-01 07:50:00,N04,0.4606,0.269
2026-09-01 07:55:00,N04,0.4916,0.2764
2026-09-01 08:00:00,N04,0.401,0.3374
2026-09-01 08:05:00,N04,0.4464,0.312
2026-09-01 08:10:00,N04,0.6037,0.254
2026-09-01 08:15:00,N04,0.3735,0.2857
2026-09-01 08:20:00,N04,0.555,0.3979
2026-09-01 08:25:00,N04,0.4385,0.3248
2026-09-01 08:30:00,N04,0.4767,0.2947
2026-09-01 08:35:00,N04,0.6322,0.2249
2026-09-01 08:40:00,N04,0.5127,0.3234
2026-09-01 08:45:00,N04,0.5543,0.3049
2026-09-01 08:50:00,N04,0.5154,0.2804
2026-09-01 08:55:00,N04,0.5135,0.2828
2026-09-01 09:00:00,N04,0.5311,0.2815
2026-09-01 09:05:00,N04,0.5189,0.2985
2026-09-01 09:10:00,N04,0.5563,0.2974
2026-09-01 09:15:00,N04,0.4113,0.3631
2026-09-01 09:20:00,N04,0.4547,0.2673
2026-09-01 09:25:00,N04,0.4702,0.3687
2026-09-01 09:30:00,N04,0.3932,0.4569
2026-09-01 09:35:00,N04,0.5528,0.3112
2026-09-01 09:40:00,N04,0.4973,0.3143
2026-09-01 09:45:00,N04,0.5261,0.3323
2026-09-01 09:50:00,N04,0.5278,0.3045
2026-09-01 09:55:00,N04,0.4901,0.2924
2026-09-01 10:00:00,N04,0.4903,0.3567
2026-09-01 10:05:00,N04,0.5297,0.153
2026-09-01 10:10:00,N04,0.5328,0.3097
2026-09-01 10:15:00,N04,0.4991,0.2806
2026-09-01 10:20:00,N04,0.5562,0.3474
2026-09-01 10:25:00,N04,0.4614,0.3204
2026-09-01 10:30:00,N04,0.4514,0.231
2026-09-01 10:35:00,N04,0.4687,0.3431
2026-09-01 10:40:00,N04,0.5477,0.3257
2026-09-01 10:45:00,N04,0.5363,0.3258
2026-09-01 10:50:00,N04,0.4679,0.3216
2026-09-01 10:55:00,N04,0.54,0.3377
2026-09-01 11:00:00,N04,0.5594,0.3354
2026-09-01 11:05:00,N04,0.5176,0.3535
2026-09-01 11:10:00,N04,0.4987,0.2559
2026-09-01 11:15:00,N04,0.4918,0.2628
2026-09-01 11:20:00,N04,0.4662,0.2928
2026-09-01 11:25:00,N04,0.4604,0.2846
2026-09-01 11:30:00,N04,0.4053,0.3107
2026-09-01 11:35:00,N04,0.5001,0.2591
2026-09-01 11:40:00,N04,0.533,0.3469
2026-09-01 11:45:00,N04,0.4196,0.2619
2026-09-01 11:50:00,N04,0.4615,0.253
2026-09-01 11:55:00,N04,0.5415,0.2903
2026-09-01 12:00:00,N04,0.4868,0.1998
2026-09-01 12:05:00,N04,0.5318,0.238
2026-09-01 12:10:00,N04,0.503,0.3139
2026-09-01 12:15:00,N04,0.568,0.2346
2026-09-01 12:20:00,N04,0.349,0.3092
2026-09-01 12:25:00,N04,0.59,0.3619
2026-09-01 12:30:00,N04,0.5105,0.2754
2026-09-01 12:35:00,N04,0.5404,0.2513
2026-09-01 12:40:00,N04,0.5238,0.3253
2026-09-01 12:45:00,N04,0.553,0.438
2026-09-01 12:50:00,N04,0.5196,0.2746
2026-09-01 12:55:00,N04,0.4987,0.2115
2026-09-01 13:00:00,N04,0.4653,0.2795
2026-09-01 13:05:00,N04,0.4738,0.3076
2026-09-01 13:10:00,N04,0.4589,0.3561
2026-09-01 13:15:00,N04,0.5,0.2995
2026-09-01 13:20:00,N04,0.4836,0.3078
2026-09-01 13:25:00,N04,0.5413,0.2566
2026-09-01 13:30:00,N04,0.4671,0.2848
2026-09-01 13:35:00,N04,0.4327,0.259
2026-09-01 13:40:00,N04,0.4762,0.3437
2026-09-01 13:45:00,N04,0.5131,0.3097
2026-09-01 13:50:00,N04,0.5425,0.2931
2026-09-01 13:55:00,N04,0.5195,0.2948
2026-09-01 14:00:00,N04,0.5133,0.2709
2026-09-01 14:05:00,N04,0.3781,0.2933
2026-09-01 14:10:00,N04,0.5711,0.3463
2026-09-01 14:15:00,N04,0.5483,0.3618
2026-09-01 14:20:00,N04,0.5044,0.3099
2026-09-01 14:25:00,N04,0.4691,0.2842
2026-09-01 14:30:00,N04,0.5308,0.3602
2026-09-01 14:35:00,N04,0.493,0.2775
2026-09-01 14:40:00,N04,0.5,0.3301
2026-09-01 14:45:00,N04,0.4278,0.1852
2026-09-01 14:50:00,N04,0.4725,0.239
2026-09-01 14:55:00,N04,0.4746,0.2926
2026-09-01 15:00:00,N04,0.4773,0.3726
2026-09-01 15:05:00,N04,0.5163,0.315
2026-09-01 15:10:00,N04,0.5311,0.2431
2026-09-01 15:15:00,N04,0.552,0.2962
2026-09-01 15:20:00,N04,0.5335,0.2464
2026-09-01 15:25:00,N04,0.4223,0.3409
2026-09-01 15:30:00,N04,0.5188,0.2549
2026-09-01 15:35:00,N04,0.4565,0.3563
2026-09-01 15:40:00,N04,0.4405,0.3821
2026-09-01 15:45:00,N04,0.455,0.3319
2026-09-01 15:50:00,N04,0.4836,0.3302
2026-09-01 15:55:00,N04,0.4728,0.2919
2026-09-01 16:00:00,N04,0.502,0.2499
2026-09-01 16:05:00,N04,0.537,0.2743
2026-09-01 16:10:00,N04,0.4886,0.2503
2026-09-01 16:15:00,N04,0.3719,0.2904
2026-09-01 16:20:00,N04,0.6206,0.3392
2026-09-01 16:25:00,N04,0.499,0.2869
2026-09-01 16:30:00,N04,0.5011,0.3274
2026-09-01 16:35:00,N04,0.441,0.3557
2026-09-01 16:40:00,N04,0.5358,0.3359
2026-09-01 16:45:00,N04,0.5219,0.301
2026-09-01 16:50:00,N04,0.5336,0.3296
2026-09-01 16:55:00,N04,0.4823,0.2713
2026-09-01 17:00:00,N04,0.5051,0.3775
2026-09-01 17:05:00,N04,0.438,0.2266
2026-09-01 17:10:00,N04,0.5082,0.3025
2026-09-01 17:15:00,N04,0.5087,0.3122
2026-09-01 17:20:00,N04,0.4888,0.3745
2026-09-01 17:25:00,N04,0.42,0.2586
2026-09-01 17:30:00,N04,0.4948,0.2178
2026-09-01 17:35:00,N04,0.4912,0.3831
2026-09-01 17:40:00,N04,0.501,0.3115
2026-09-01 17:45:00,N04,0.437,0.2692
2026-09-01 17:50:00,N04,0.4812,0.2841
2026-09-01 17:55:00,N04,0.5641,0.3279
2026-09-01 18:00:00,N04,0.4444,0.3123
2026-09-01 18:05:00,N04,0.5249,0.357
2026-09-01 18:10:00,N04,0.579,0.2492
